 Step       Num walks        Ene     acc_prob
         1           500       1.6884270999       0.9640000000
         2           500       1.6884276687       0.9360000000
         3           500       1.6884335376       0.9560000000
         4           500       1.6884350048       0.9440000000
         5           500       1.6884356834       0.9260000000
         6           500       1.6884407008       0.9600000000
         7           500       1.6883974103       0.9600000000
         8           500       1.6884501524       0.9540000000
         9           500       1.6884525085       0.9520000000
        10           500       1.6884528093       0.9460000000
        11           500       1.6884191287       0.9660000000
        12           501       1.6884202054       0.9380000000
        13           503       1.6884681846       0.9640718563
        14           503       1.6884652404       0.9403578529
        15           503       1.6884345767       0.9582504970
        16           504       1.6884339864       0.9423459245
        17           504       1.6884533083       0.9523809524
        18           504       1.6884716022       0.9503968254
        19           504       1.6884574821       0.9623015873
        20           504       1.6884528705       0.9702380952
        21           504       1.6884415581       0.9603174603
        22           504       1.6884326978       0.9623015873
        23           504       1.6884325017       0.9583333333
        24           504       1.6884159362       0.9563492063
        25           504       1.6884187463       0.9583333333
        26           505       1.6884323209       0.9563492063
        27           505       1.6884148281       0.9643564356
        28           505       1.6884753001       0.9366336634
        29           505       1.6884679872       0.9544554455
        30           505       1.6884619134       0.9445544554
        31           506       1.6884673599       0.9663366337
        32           506       1.6884593228       0.9664031621
        33           506       1.6884585061       0.9525691700
        34           507       1.6884823909       0.9525691700
        35           507       1.6884627340       0.9388560158
        36           507       1.6883509327       0.9526627219
        37           507       1.6884729615       0.9487179487
        38           507       1.6884579678       0.9487179487
        39           507       1.6884349811       0.9566074951
        40           507       1.6884262166       0.9506903353
        41           507       1.6884415642       0.9506903353
        42           507       1.6884262704       0.9605522682
        43           507       1.6884346771       0.9309664694
        44           508       1.6884384129       0.9625246548
        45           508       1.6884353620       0.9606299213
        46           508       1.6884429155       0.9409448819
        47           509       1.6884531168       0.9606299213
        48           510       1.6884566269       0.9626719057
        49           510       1.6884610622       0.9666666667
        50           510       1.6884720312       0.9529411765
        51           510       1.6884977403       0.9666666667
        52           510       1.6885150794       0.9490196078
        53           510       1.6884995013       0.9588235294
        54           511       1.6884791406       0.9470588235
        55           512       1.6884976471       0.9491193738
        56           512       1.6884872686       0.9667968750
        57           512       1.6884902181       0.9414062500
        58           512       1.6884895138       0.9492187500
        59           512       1.6885002849       0.9609375000
        60           512       1.6884861978       0.9414062500
        61           512       1.6884930035       0.9589843750
        62           512       1.6885070126       0.9492187500
        63           513       1.6885040711       0.9531250000
        64           513       1.6884983489       0.9512670565
        65           513       1.6885393137       0.9610136452
        66           513       1.6884972447       0.9473684211
        67           513       1.6885005381       0.9454191033
        68           514       1.6885297122       0.9688109162
        69           514       1.6884923106       0.9494163424
        70           515       1.6885000354       0.9494163424
        71           516       1.6884957122       0.9572815534
        72           516       1.6885493892       0.9728682171
        73           517       1.6884856988       0.9534883721
        74           517       1.6884577679       0.9516441006
        75           517       1.6884392780       0.9535783366
        76           517       1.6884380653       0.9419729207
        77           518       1.6884217830       0.9574468085
        78           519       1.6884366406       0.9575289575
        79           519       1.6884416984       0.9499036609
        80           519       1.6884463350       0.9479768786
        81           519       1.6884379808       0.9441233141
        82           519       1.6884412871       0.9421965318
        83           519       1.6884307879       0.9518304432
        84           519       1.6884177185       0.9768786127
        85           520       1.6883866518       0.9441233141
        86           520       1.6883837199       0.9576923077
        87           520       1.6883850176       0.9615384615
        88           521       1.6883775249       0.9557692308
        89           521       1.6883752885       0.9347408829
        90           521       1.6883794311       0.9616122841
        91           522       1.6884165335       0.9616122841
        92           523       1.6884007019       0.9655172414
        93           524       1.6884151544       0.9464627151
        94           524       1.6883795403       0.9427480916
        95           524       1.6884247098       0.9370229008
        96           524       1.6878366291       0.9370229008
        97           525       1.6873846784       0.9561068702
        98           526       1.6863607657       0.9561904762
        99           526       1.6884191397       0.9638783270
       100           526       1.6883628515       0.9315589354
       101           526       1.6883958903       0.9467680608
       102           526       1.6883975602       0.9505703422
       103           526       1.6885811247       0.9524714829
       104           526       1.6884177383       0.9562737643
       105           526       1.6884110422       0.9600760456
       106           526       1.6884097033       0.9619771863
       107           526       1.6884081126       0.9353612167
       108           526       1.6884153491       0.9467680608
       109           526       1.6884063791       0.9448669202
       110           526       1.6884158608       0.9638783270
       111           526       1.6884196850       0.9619771863
       112           526       1.6884153936       0.9391634981
       113           526       1.6884634328       0.9619771863
       114           526       1.6883462503       0.9410646388
       115           526       1.6883426287       0.9581749049
       116           526       1.6884077310       0.9638783270
       117           526       1.6884100946       0.9505703422
       118           526       1.6884186320       0.9619771863
       119           526       1.6884244432       0.9505703422
       120           526       1.6884482684       0.9391634981
       121           526       1.6884659473       0.9600760456
       122           526       1.6884495413       0.9353612167
       123           526       1.6884480062       0.9486692015
