 Step       Num walks        Ene
       273            85       1.6906105483
       274            85       1.6904990618
       275            85       1.6902608477
       276            85       1.6903599255
       277            85       1.6903175475
       278            85       1.6900544761
       279            85       1.6901009266
       280            85       1.6900184083
       281            85       1.6897109404
       282            85       1.6898232399
       283            85       1.6902828469
       284            85       1.6901708578
       285            85       1.6899009417
       286            85       1.6897521173
       287            85       1.6900892386
       288            85       1.6901646549
       289            85       1.6892142797
       290            85       1.6898169424
       291            85       1.6887030367
       292            85       1.6896155102
       293            85       1.6894427133
       294            85       1.6899921348
       295            85       1.6899844830
       296            85       1.6900644431
       297            85       1.6898522014
       298            85       1.6900184205
       299            85       1.6901015852
       300            85       1.6902635257
       301            85       1.6904071059
       302            85       1.6903753263
       303            85       1.6899026813
       304            85       1.6901148572
       305            85       1.6901381016
       306            85       1.6900962812
       307            85       1.6902424607
       308            85       1.6899016393
       309            85       1.6899924917
       310            85       1.6901839915
       311            85       1.6901081084
       312            85       1.6904145717
       313            85       1.6897521009
       314            85       1.6905826789
       315            85       1.6903670226
       316            85       1.6903097007
       317            85       1.6904045830
       318            85       1.6906596409
       319            85       1.6903737753
       320            85       1.6903499160
       321            85       1.6903100144
       322            85       1.6904264613
       323            85       1.6903577604
       324            85       1.6902795013
       325            85       1.6902256622
       326            85       1.6905524973
       327            85       1.6903825600
       328            85       1.6903760057
       329            85       1.6903060257
       330            85       1.6901670141
       331            85       1.6902700281
       332            85       1.6902357268
       333            85       1.6898190999
       334            85       1.6901698187
       335            85       1.6906562953
       336            85       1.6902416056
       337            85       1.6902911079
       338            85       1.6899512427
       339            85       1.6898994052
       340            85       1.6899992975
       341            85       1.6903586744
       342            85       1.6904732043
       343            85       1.6903316153
       344            85       1.6901714524
       345            85       1.6899754179
       346            85       1.6906604323
       347            85       1.6898263823
       348            85       1.6889068260
       349            85       1.6901682187
       350            85       1.6905199018
       351            85       1.6903291435
       352            85       1.6910861786
       353            85       1.6908964660
       354            85       1.6905637827
       355            85       1.6906083583
       356            85       1.6906076479
       357            85       1.6904661421
       358            85       1.6906094715
       359            85       1.6905649669
       360            85       1.6906096160
       361            85       1.6906886968
       362            85       1.6906366988
       363            85       1.6904133857
       364            85       1.6897032646
       365            85       1.6897762172
       366            85       1.6905179139
       367            85       1.6906743703
       368            85       1.6901346296
       369            85       1.6902729163
       370            85       1.6905190774
       371            85       1.6907120283
       372            85       1.6907916575
       373            85       1.6902733670
       374            85       1.6897103598
       375            85       1.6898674608
       376            85       1.6906370550
       377            85       1.6906987936
       378            85       1.6902013645
       379            85       1.6902222530
       380            85       1.6901316225
       381            85       1.6903408906
       382            85       1.6902597503
       383            85       1.6902815028
       384            85       1.6903141624
       385            85       1.6904899139
       386            85       1.6903027254
       387            85       1.6905182166
       388            85       1.6904034149
       389            85       1.6906652036
       390            85       1.6907393407
       391            85       1.6906708161
       392            85       1.6903287529
       393            85       1.6905385576
       394            85       1.6904513221
       395            85       1.6902991959
       396            85       1.6907204243
       397            85       1.6900657249
       398            85       1.6899441834
       399            85       1.6906549498
       400            85       1.6906517368
       401            85       1.6906466440
       402            85       1.6903197343
       403            85       1.6897752772
       404            85       1.6895912329
       405            85       1.6905346796
       406            85       1.6903977277
       407            85       1.6902363552
       408            85       1.6905679196
       409            85       1.6900100621
       410            85       1.6903971985
       411            85       1.6904148094
       412            85       1.6901177524
       413            85       1.6898236278
       414            85       1.6855013301
       415            85       1.6902175962
       416            85       1.6903669713
       417            85       1.6904009366
       418            85       1.6903187573
       419            85       1.6900900225
       420            85       1.6900408548
       421            85       1.6904426386
       422            85       1.6907156039
       423            85       1.6903533369
       424            85       1.6907122558
       425            85       1.6903167626
       426            85       1.6904402563
       427            85       1.6908584985
       428            85       1.6910852503
       429            85       1.6905934230
       430            85       1.6905634074
       431            85       1.6902917319
       432            85       1.6904979079
       433            85       1.6904940251
       434            85       1.6905730637
       435            85       1.6906022287
       436            85       1.6904545227
       437            85       1.6901994922
       438            85       1.6903050076
       439            85       1.6903540606
       440            85       1.6902261677
       441            85       1.6904372056
       442            85       1.6903905581
       443            85       1.6907261361
       444            85       1.6907025940
       445            85       1.6906421069
       446            85       1.6899512538
       447            85       1.6902581846
       448            85       1.6902824240
       449            85       1.6901787572
       450            85       1.6902510243
       451            85       1.6899257441
       452            85       1.6895420469
       453            85       1.6899422209
       454            85       1.6910333466
       455            85       1.6902359754
       456            85       1.6900747328
       457            85       1.6902142319
       458            85       1.6903005507
       459            85       1.6900740479
       460            85       1.6899586403
       461            85       1.6898986035
       462            85       1.6900726387
       463            85       1.6900865787
       464            85       1.6898616311
       465            85       1.6906598823
       466            85       1.6905924384
       467            85       1.6899347132
       468            85       1.6905595893
       469            85       1.6906919210
       470            85       1.6906424100
       471            85       1.6904691610
       472            85       1.6905202352
       473            85       1.6902667160
       474            85       1.6905035790
       475            85       1.6901140141
       476            85       1.6898904043
       477            85       1.6902308306
       478            85       1.6902050823
       479            85       1.6906541540
       480            85       1.6901922739
       481            85       1.6901581962
       482            85       1.6898998300
       483            85       1.6904036430
       484            85       1.6904565534
       485            85       1.6903684826
       486            85       1.6901494563
       487            85       1.6903565741
       488            85       1.6902045073
       489            85       1.6904025202
       490            85       1.6899628925
       491            85       1.6903135720
       492            85       1.6907390254
       493            85       1.6901711980
       494            85       1.6899367933
       495            85       1.6898867801
       496            85       1.6901306503
       497            85       1.6902941610
       498            85       1.6901973836
       499            85       1.6904025918
       500            85       1.6898145868
       501            85       1.6900898836
       502            85       1.6901081346
       503            85       1.6901941970
       504            85       1.6901131324
       505            85       1.6901300727
       506            85       1.6899383378
       507            85       1.6901378553
       508            85       1.6896401082
       509            85       1.6909727422
       510            85       1.6913427479
       511            85       1.6902402201
       512            85       1.6903074382
       513            85       1.6901569563
       514            85       1.6875477618
       515            85       1.6896892544
       516            85       1.6901243610
       517            85       1.6903476429
       518            85       1.6902565967
       519            85       1.6903296455
       520            85       1.6902077020
       521            85       1.6901561610
       522            85       1.6900175822
       523            85       1.6899535172
       524            85       1.6901941917
       525            85       1.6904070684
       526            85       1.6902732368
       527            85       1.6903998532
       528            85       1.6904428078
       529            85       1.6905928210
       530            85       1.6900300221
       531            85       1.6898088296
       532            85       1.6895656985
       533            85       1.6906314573
       534            85       1.6901667322
       535            85       1.6904887102
       536            85       1.6903670161
       537            85       1.6902425639
       538            85       1.6901254763
       539            85       1.6901959023
       540            85       1.6894919579
       541            85       1.6894549377
       542            85       1.6902589114
       543            85       1.6902877223
       544            85       1.6903564199
       545            85       1.6903284903
       546            85       1.6902335673
       547            85       1.6904617420
       548            85       1.6905031161
       549            85       1.6902648253
       550            85       1.6902297851
       551            85       1.6902438372
       552            85       1.6902396483
       553            85       1.6901355181
       554            85       1.6902489167
       555            85       1.6904423886
       556            85       1.6911630169
       557            85       1.6906559084
       558            85       1.6903873050
       559            85       1.6908013087
       560            85       1.6901555508
       561            85       1.6902539480
       562            85       1.6905196910
       563            85       1.6906115822
       564            85       1.6900856368
       565            85       1.6905698968
       566            85       1.6908297469
       567            85       1.6907007556
       568            85       1.6909056624
       569            85       1.6908651253
       570            85       1.6906475011
       571            85       1.6905079473
       572            85       1.6903737447
       573            85       1.6904319244
       574            85       1.6904762673
       575            85       1.6907568692
       576            85       1.6902330661
       577            85       1.6906029814
       578            85       1.6910539698
       579            85       1.6909085659
       580            85       1.6906400719
       581            85       1.6900343065
       582            85       1.6903062286
       583            85       1.6904244888
       584            85       1.6902082913
       585            85       1.6906567576
       586            85       1.6905779541
       587            85       1.6905734868
       588            85       1.6905215562
       589            85       1.6903705869
       590            85       1.6900100699
       591            85       1.6897887807
       592            85       1.6904687460
       593            85       1.6902041517
       594            85       1.6899337525
       595            85       1.6900577140
       596            85       1.6901840831
       597            85       1.6903953732
       598            85       1.6902753533
       599            85       1.6900829536
       600            85       1.6903530718
       601            85       1.6915944695
       602            85       1.6902067223
       603            85       1.6899945846
       604            85       1.6899328587
       605            85       1.6905186353
       606            85       1.6901638852
       607            85       1.6904641859
       608            85       1.6902996925
       609            85       1.6901549072
       610            85       1.6898088340
       611            85       1.6899896744
       612            85       1.6903044107
       613            85       1.6904297811
       614            85       1.6907125580
       615            85       1.6906220351
       616            85       1.6904936385
       617            85       1.6904394918
       618            85       1.6888378422
       619            85       1.6900762058
       620            85       1.6899079642
       621            85       1.6902474566
       622            85       1.6900297053
       623            85       1.6890203459
       624            85       1.6902778321
       625            85       1.6902392870
       626            85       1.6908440273
       627            85       1.6907305543
       628            85       1.6906480821
       629            85       1.6907665968
       630            85       1.6904520524
       631            85       1.6900986069
       632            85       1.6902112397
       633            85       1.6905611302
       634            85       1.6905068689
       635            85       1.6905175728
       636            85       1.6904482262
       637            85       1.6898282754
       638            85       1.6896190053
       639            85       1.6895453612
       640            85       1.6890761228
       641            85       1.6899820100
       642            85       1.6895365527
       643            85       1.6900409826
       644            85       1.6832476152
       645            85       1.6900286637
       646            85       1.6903392028
       647            85       1.6902218102
       648            85       1.6902442869
       649            85       1.6889284275
       650            85       1.6902024755
       651            85       1.6903947689
       652            85       1.6900346211
       653            85       1.6902152051
       654            85       1.6900407699
       655            85       1.6899177204
       656            85       1.6899439535
       657            85       1.6898915978
       658            85       1.6896845507
       659            85       1.6896891867
       660            85       1.6898302992
       661            85       1.6902289984
       662            85       1.6897677279
       663            85       1.6901081431
       664            85       1.6899095140
       665            85       1.6896083919
       666            85       1.6898307757
       667            85       1.6897994798
       668            85       1.6898580648
       669            85       1.6895180746
       670            85       1.6899941859
       671            85       1.6898662264
       672            85       1.6896165503
       673            85       1.6901357545
       674            85       1.6898866107
       675            85       1.6909809098
       676            85       1.6900385620
       677            85       1.6900713795
       678            85       1.6897025709
       679            85       1.6897776061
       680            85       1.6895980984
       681            85       1.6899609964
       682            85       1.6895316524
       683            85       1.6900869787
       684            85       1.6899088714
       685            85       1.6875004375
       686            85       1.6878986920
       687            85       1.6890030780
       688            85       1.6898119244
       689            85       1.6896554063
       690            85       1.6898824386
       691            85       1.6898264744
       692            85       1.6898193416
       693            85       1.6902009353
       694            85       1.6898382469
       695            85       1.6898254373
       696            85       1.6897219025
       697            85       1.6894903327
       698            85       1.6893482484
       699            85       1.6892001989
       700            85       1.6898682626
       701            85       1.6880971640
       702            85       1.6889433820
       703            85       1.6898602317
       704            85       1.6894323084
       705            85       1.6893594031
       706            85       1.6901633501
       707            85       1.6901321872
       708            85       1.6900125377
       709            85       1.6899922531
       710            85       1.6892565702
       711            85       1.6895095961
       712            85       1.6899316078
       713            85       1.6901553586
       714            85       1.6890168976
       715            85       1.6902527174
       716            85       1.6904096837
       717            85       1.6901925630
       718            85       1.6906611205
       719            85       1.6901771287
       720            85       1.6903283121
       721            85       1.6895559267
       722            85       1.6905013912
       723            85       1.6901216267
       724            85       1.6901909778
       725            85       1.6896439304
       726            85       1.6896861233
       727            85       1.6893311977
       728            85       1.6894238229
       729            85       1.6898023307
       730            85       1.6894413601
       731            85       1.6895030159
       732            85       1.6900712350
       733            85       1.6897647207
       734            85       1.6897542704
       735            85       1.6894165979
       736            85       1.6895033960
       737            85       1.6897131845
       738            85       1.6893979294
       739            85       1.6892879406
       740            85       1.6895349117
       741            85       1.6895195546
       742            85       1.6888970698
       743            85       1.6898760639
       744            85       1.6897696244
       745            85       1.6900769525
       746            85       1.6897365428
       747            85       1.6896210402
       748            85       1.6897254001
       749            85       1.6894869879
       750            85       1.6896676595
       751            85       1.6894893605
       752            85       1.6893408158
       753            85       1.6900560559
       754            85       1.6894283800
       755            85       1.6896226960
       756            85       1.6892806116
       757            85       1.6896075820
       758            85       1.6899428984
       759            85       1.6900384437
       760            85       1.6898877914
       761            85       1.6899319834
       762            85       1.6899586675
       763            85       1.6898160486
       764            85       1.6909001513
       765            85       1.6907091845
       766            85       1.6892274911
       767            85       1.6897289520
       768            85       1.6898146341
       769            85       1.6902032239
       770            85       1.6897003575
       771            85       1.6897743056
       772            85       1.6893071709
       773            85       1.6892948724
       774            85       1.6893380950
       775            85       1.6893667846
       776            85       1.6892417438
       777            85       1.6887744586
       778            85       1.6891839142
       779            85       1.6804099470
       780            85       1.6886194829
       781            85       1.6895219066
       782            85       1.6899066194
       783            85       1.6896046970
       784            85       1.6896608555
       785            85       1.6895310714
       786            85       1.6895003327
       787            85       1.6893122092
       788            85       1.6893578495
       789            85       1.6893428361
       790            85       1.6891498622
       791            85       1.6895409329
       792            85       1.6887998171
       793            85       1.6893834706
       794            85       1.6891989126
       795            85       1.6893848075
       796            85       1.6895782861
       797            85       1.6890313884
       798            85       1.6874648739
       799            85       1.6896182972
       800            85       1.6896852093
       801            85       1.6897526466
       802            85       1.6894938431
       803            85       1.6893377726
       804            85       1.6893262548
       805            85       1.6893409467
       806            85       1.6889177172
       807            85       1.6898776169
       808            85       1.6890035991
       809            85       1.6895375845
       810            85       1.6894482459
       811            85       1.6892273330
       812            85       1.6892222469
       813            85       1.6886764432
       814            85       1.6892740014
       815            85       1.6892689228
       816            85       1.6894587864
       817            85       1.6892728932
       818            85       1.6890669873
       819            85       1.6891576759
       820            85       1.6890938591
       821            85       1.6888874685
       822            85       1.6886768947
       823            85       1.6889812735
       824            85       1.6886935190
       825            85       1.6893110316
       826            85       1.6891117841
       827            85       1.6894311544
       828            85       1.6891309533
       829            85       1.6890188908
       830            85       1.6888575448
       831            85       1.6885274411
       832            85       1.6892865497
       833            85       1.6892431507
       834            85       1.6888420968
       835            85       1.6888146086
       836            85       1.6887642898
       837            85       1.6886882008
       838            85       1.6887467817
       839            85       1.6895015163
       840            85       1.6892332383
       841            85       1.6892200529
       842            85       1.6896770038
       843            85       1.6896253463
       844            85       1.6892384509
       845            85       1.6892925277
       846            85       1.6890508545
       847            85       1.6886431620
       848            85       1.6893175745
       849            85       1.6892264677
       850            85       1.6891846423
       851            85       1.6894873696
       852            85       1.6887032256
       853            85       1.6888978133
       854            85       1.6888467250
       855            85       1.6886417669
       856            85       1.6886177649
       857            85       1.6892423184
       858            85       1.6892480147
       859            85       1.6887814257
       860            85       1.6895297564
       861            85       1.6907218284
       862            85       1.6890869099
       863            85       1.6893996172
       864            85       1.6890797459
       865            85       1.6886885546
       866            85       1.6891732755
       867            85       1.6894361645
       868            85       1.6894053571
       869            85       1.6890676667
       870            85       1.6891597682
       871            85       1.6905536073
       872            85       1.6896614697
       873            85       1.6895325741
       874            85       1.6895822486
       875            85       1.6899281133
       876            85       1.6890071955
       877            85       1.6894463164
       878            85       1.6893742667
       879            85       1.6892553193
       880            85       1.6901471236
       881            85       1.6890366309
       882            85       1.6895326019
       883            85       1.6889556359
       884            85       1.6892303766
       885            85       1.6892481955
       886            85       1.6890027872
       887            85       1.6889380766
       888            85       1.6879389108
       889            85       1.6889763914
       890            85       1.6889582432
       891            85       1.6895453676
       892            85       1.6892463291
       893            85       1.6893047227
       894            85       1.6891636028
       895            85       1.6891408158
       896            85       1.6891976569
       897            85       1.6891281201
       898            85       1.6889451622
       899            85       1.6892002722
       900            85       1.6877135010
       901            85       1.6878294824
       902            85       1.6884886536
       903            85       1.6881010531
       904            85       1.6887013248
       905            85       1.6886168548
       906            85       1.6890168195
       907            85       1.6886811669
       908            85       1.6883342497
       909            85       1.6885136652
       910            85       1.6886760804
       911            85       1.6887846211
       912            85       1.6890213607
       913            85       1.6891517301
       914            85       1.6885371407
       915            85       1.6887866437
       916            85       1.6890239939
       917            85       1.6891082654
       918            85       1.6891204049
       919            85       1.6891422478
       920            85       1.6886674583
       921            85       1.6888576368
       922            85       1.6889891551
       923            85       1.6887179690
       924            85       1.6889110172
       925            85       1.6885979034
       926            85       1.6890805372
       927            85       1.6883695720
       928            85       1.6883561606
       929            85       1.6872946522
       930            85       1.6878974629
       931            85       1.6879120844
       932            85       1.6880302358
       933            85       1.6883495288
       934            85       1.6883815275
       935            85       1.6888446157
       936            85       1.6890607194
       937            85       1.6887450019
       938            85       1.6887336517
       939            85       1.6890856832
       940            85       1.6892805648
       941            85       1.6891608420
       942            85       1.6883998703
       943            85       1.6890392364
       944            85       1.6901214178
       945            85       1.6878933226
       946            85       1.6875413745
       947            85       1.6886986096
       948            85       1.6891101951
       949            85       1.6857804897
       950            85       1.6875279358
       951            85       1.6888528368
       952            85       1.6892640853
       953            85       1.6887940933
       954            85       1.6889376998
       955            85       1.6893706207
       956            85       1.6891959115
       957            85       1.6889930847
       958            85       1.6891420935
       959            85       1.6891295920
       960            85       1.6889529866
       961            85       1.6889455489
       962            85       1.6887396841
       963            85       1.6890628856
       964            85       1.6889791827
       965            85       1.6834088533
       966            85       1.6831146313
       967            85       1.6892126857
       968            85       1.6892984446
       969            85       1.6889390675
       970            85       1.6887985357
       971            85       1.6890112486
       972            85       1.6888592320
       973            85       1.6887190873
       974            85       1.6888786188
       975            85       1.6886336071
       976            85       1.6888219611
       977            85       1.6881352092
       978            85       1.6891880622
       979            85       1.6878074934
       980            85       1.6879557469
       981            85       1.6884694223
       982            85       1.6888842523
       983            85       1.6884458993
       984            85       1.6883884282
       985            85       1.6886841208
       986            85       1.6888352178
       987            85       1.6876702195
       988            85       1.6890001938
       989            85       1.6879451862
       990            85       1.6887000955
       991            85       1.6881378932
       992            85       1.6889974032
       993            85       1.6889155846
       994            85       1.6888818332
       995            85       1.6884796543
       996            85       1.6880891284
       997            85       1.6881163577
       998            85       1.6890075816
       999            85       1.6887708341
      1000            85       1.6887836339
      1001            85       1.6890032304
      1002            85       1.6884020950
      1003            85       1.6886360316
      1004            85       1.6886484302
      1005            85       1.6883485523
      1006            85       1.6885335736
      1007            85       1.6889489444
      1008            85       1.6882006972
      1009            85       1.6882791963
      1010            85       1.6885610914
      1011            85       1.6889013617
      1012            85       1.6888636404
      1013            85       1.6887814375
      1014            85       1.6880237837
      1015            85       1.6889325368
      1016            85       1.6886210735
      1017            85       1.6884500768
      1018            85       1.6885398963
      1019            85       1.6881141422
      1020            85       1.6884648238
      1021            85       1.6884658009
      1022            85       1.6885771216
