 Cycle        E        err_E       a_r
         1         1.68849927         0.00000313         0.54432200
         2         1.68838351         0.00000623         0.54342300
         3         1.68836488         0.00000337         0.54397700
         4         1.68814436         0.00000568         0.54417200
         5         1.68843848         0.00000295         0.54261800
         6         1.68843081         0.00000325         0.54305000
         7         1.68832450         0.00000457         0.54402500
         8         1.68843669         0.00000396         0.54433800
         9         1.68839024         0.00000314         0.54307800
        10         1.68829039         0.00000303         0.54200800
        11         1.68840255         0.00000483         0.54303600
        12         1.68834443         0.00000254         0.54290500
        13         1.68843503         0.00000342         0.54389500
        14         1.68856039         0.00000476         0.54407500
        15         1.68843918         0.00000468         0.54351700
        16         1.68829140         0.00000448         0.54298100
        17         1.68835105         0.00000758         0.54274400
        18         1.68833930         0.00000441         0.54306900
        19         1.68850653         0.00001385         0.54390400
        20         1.68841903         0.00000378         0.54338700
