 Cycle        E        err_E       a_r
         1         1.68811973         0.00002882         0.54885000
         2         1.68860368         0.00001830         0.55346250
         3         1.68835395         0.00001453         0.54656250
         4         1.68848418         0.00001204         0.54617500
         5         1.68870391         0.00002267         0.54302500
         6         1.68856158         0.00002103         0.54500000
         7         1.68817368         0.00001662         0.54578750
         8         1.68843812         0.00002310         0.54596250
         9         1.68840265         0.00001738         0.54500000
        10         1.68823357         0.00002399         0.54640000
        11         1.68837216         0.00002442         0.54710000
        12         1.68835302         0.00002855         0.54580000
        13         1.68866911         0.00001161         0.54738750
        14         1.68833917         0.00002031         0.54790000
        15         1.68859626         0.00002903         0.54475000
        16         1.68889493         0.00001785         0.54883750
        17         1.68883370         0.00001789         0.54667500
        18         1.68868405         0.00001577         0.54638750
        19         1.68855583         0.00001516         0.54475000
        20         1.68850737         0.00001798         0.54835000
