 Cycle        E        err_E       a_r
         1         1.68803020         0.00000625         0.54642000
         2         1.68840863         0.00000411         0.54583500
         3         1.68841982         0.00000500         0.54617200
         4         1.68837461         0.00000386         0.54629100
         5         1.68832111         0.00000388         0.54547600
         6         1.68848881         0.00000310         0.54461500
         7         1.68846019         0.00000635         0.54489700
         8         1.68833987         0.00000526         0.54606800
         9         1.68840776         0.00000489         0.54614900
        10         1.68842162         0.00000298         0.54581400
        11         1.68836116         0.00000753         0.54643700
        12         1.68843017         0.00000229         0.54567500
        13         1.68838267         0.00000415         0.54580700
        14         1.68848389         0.00000433         0.54547500
        15         1.68844956         0.00000380         0.54611400
        16         1.68843833         0.00000523         0.54545900
        17         1.68836995         0.00000467         0.54557900
        18         1.68836263         0.00000399         0.54673700
        19         1.68841220         0.00000407         0.54524300
        20         1.68845820         0.00000259         0.54617500
