 Cycle        E        err_E       a_r
         1         1.84513486         0.01160092         0.76985000
         2         2.35595975         0.00306912         0.72327500
         3         2.50230921         0.00112100         0.71950000
         4         2.53819597         0.00131505         0.71702500
         5         2.54524777         0.00091448         0.71692500
         6         2.55444308         0.00052518         0.71185000
         7         2.57650339         0.00062217         0.71417500
         8         2.55010090         0.00072887         0.71770000
         9         2.55846321         0.00111596         0.71462500
        10         2.56013842         0.00118232         0.71380000
        11         2.56327801         0.00077217         0.71595000
        12         2.53030560         0.00078072         0.71937500
        13         2.56779401         0.00118117         0.71430000
        14         2.57118509         0.00141268         0.70965000
        15         2.58308758         0.00070309         0.71375000
        16         2.57253797         0.00084111         0.71287500
        17         2.58067025         0.00094289         0.71670000
        18         2.58562074         0.00094978         0.71362500
        19         2.57231640         0.00079174         0.71470000
        20         2.55128199         0.00071448         0.71580000
