 Cycle        E        err_E       a_r
         1         1.67605018         0.00049515         0.57345000
         2         1.69960645         0.00020336         0.57175000
         3         1.70619426         0.00007204         0.57158750
         4         1.70532650         0.00007573         0.57180000
         5         1.70834864         0.00010447         0.56841250
         6         1.70778837         0.00012883         0.56468750
         7         1.70580070         0.00011883         0.57196250
         8         1.70526607         0.00017649         0.56983750
         9         1.70441782         0.00015160         0.57306250
        10         1.70444161         0.00004369         0.56653750
        11         1.70534108         0.00010018         0.57197500
        12         1.70643221         0.00006276         0.56972500
        13         1.70655276         0.00013634         0.57025000
        14         1.70863869         0.00011103         0.56981250
        15         1.70660633         0.00012251         0.56690000
        16         1.70831786         0.00007598         0.56830000
        17         1.70701973         0.00010473         0.57081250
        18         1.70491254         0.00011831         0.56696250
        19         1.70683630         0.00007275         0.57020000
        20         1.70694765         0.00017570         0.57087500
