 Cycle        E        err_E       a_r
         1         1.68897353         0.00012326         0.54972500
         2         1.69237293         0.00012275         0.54907500
         3         1.69259912         0.00009002         0.54837500
         4         1.69052891         0.00008242         0.55297500
         5         1.69063756         0.00007233         0.54957500
         6         1.69140574         0.00013047         0.55240000
         7         1.69307577         0.00006346         0.54610000
         8         1.69206191         0.00008498         0.54742500
         9         1.69212670         0.00009015         0.55107500
        10         1.68972319         0.00010579         0.55280000
        11         1.69010790         0.00008432         0.55095000
        12         1.69119487         0.00008802         0.54552500
        13         1.69109654         0.00009921         0.55255000
        14         1.69065341         0.00009464         0.55302500
        15         1.69331395         0.00011059         0.55010000
        16         1.69363652         0.00011806         0.55205000
        17         1.69242990         0.00005888         0.55057500
        18         1.69228555         0.00011189         0.55215000
        19         1.69187345         0.00007666         0.55147500
        20         1.68951003         0.00007344         0.54900000
