 Cycle        E        err_E       a_r
         1         1.68874980         0.00000732         0.54199300
         2         1.68855041         0.00000371         0.54127900
         3         1.68852767         0.00000492         0.54237900
         4         1.68846444         0.00000526         0.54145800
         5         1.68842973         0.00000321         0.54182200
         6         1.68851068         0.00000581         0.54212900
         7         1.68854384         0.00000617         0.54165800
         8         1.68853430         0.00000397         0.54124300
         9         1.68855239         0.00000367         0.54202900
        10         1.68838725         0.00001250         0.54143000
        11         1.68849265         0.00000542         0.54220000
        12         1.68854882         0.00000546         0.54220600
        13         1.68853762         0.00000325         0.54132000
        14         1.68846068         0.00000412         0.54162900
        15         1.68835044         0.00000394         0.54143200
        16         1.68835295         0.00000391         0.54112700
        17         1.68853401         0.00000457         0.54116600
        18         1.68851756         0.00000731         0.54194900
        19         1.68840644         0.00000222         0.54200200
        20         1.68843179         0.00000461         0.54200100
