 Cycle        E        err_E       a_r
         1         1.69803687         0.00007466         0.53028750
         2         1.69656494         0.00005154         0.52860000
         3         1.69631659         0.00008681         0.52653750
         4         1.69566604         0.00005266         0.52633750
         5         1.69619682         0.00004423         0.53010000
         6         1.69592721         0.00008146         0.52837500
         7         1.69541368         0.00005615         0.53327500
         8         1.69561953         0.00007521         0.52997500
         9         1.69523994         0.00008504         0.52908750
        10         1.69530783         0.00006444         0.52766250
        11         1.69637686         0.00008584         0.53075000
        12         1.69505318         0.00005008         0.52700000
        13         1.69395653         0.00006705         0.52686250
        14         1.69439342         0.00008658         0.52871250
        15         1.69580638         0.00007904         0.52537500
        16         1.69550224         0.00006679         0.52871250
        17         1.69553364         0.00007407         0.53045000
        18         1.69646121         0.00011943         0.52752500
        19         1.69550514         0.00005948         0.52806250
        20         1.69397856         0.00006177         0.52753750
