 Cycle        E        err_E       a_r
         1         1.69167965         0.00004258         0.54373750
         2         1.69048367         0.00003639         0.53800000
         3         1.69084599         0.00003428         0.54186250
         4         1.69001947         0.00002340         0.54165000
         5         1.68978056         0.00003940         0.54051250
         6         1.68926280         0.00003628         0.53846250
         7         1.68913804         0.00002074         0.53637500
         8         1.68927711         0.00003135         0.54003750
         9         1.68901689         0.00003944         0.53862500
        10         1.68935583         0.00002480         0.54045000
        11         1.68925126         0.00001561         0.54196250
        12         1.68927091         0.00002531         0.53836250
        13         1.68881528         0.00003891         0.54053750
        14         1.68901254         0.00003205         0.54295000
        15         1.68910068         0.00004178         0.54158750
        16         1.68958065         0.00004032         0.53786250
        17         1.68971803         0.00002514         0.54062500
        18         1.69005555         0.00001762         0.53988750
        19         1.68948603         0.00002715         0.54051250
        20         1.68901975         0.00005309         0.54027500
