 Cycle        E        err_E       a_r
         1         1.68810107         0.00001241         0.54681800
         2         1.68865731         0.00000732         0.54677600
         3         1.68870878         0.00000625         0.54762900
         4         1.68870595         0.00000884         0.54611400
         5         1.68866596         0.00000606         0.54697600
         6         1.68862861         0.00000628         0.54690600
         7         1.68867268         0.00000354         0.54718200
         8         1.68846329         0.00000827         0.54594200
         9         1.68866488         0.00000889         0.54664900
        10         1.68864285         0.00000701         0.54728500
        11         1.68869106         0.00000489         0.54681000
        12         1.68857581         0.00000372         0.54621100
        13         1.68852917         0.00000840         0.54615700
        14         1.68860516         0.00000710         0.54680100
        15         1.68849390         0.00000754         0.54691600
        16         1.68847105         0.00000764         0.54692200
        17         1.68860031         0.00000486         0.54635700
        18         1.68869831         0.00000656         0.54764100
        19         1.68855487         0.00000503         0.54678300
        20         1.68860105         0.00000418         0.54629100
