 Cycle        E        err_E       a_r
         1         1.68478570         0.00009430         0.55993750
         2         1.68876179         0.00006100         0.55985000
         3         1.69089986         0.00006225         0.55427500
         4         1.69049847         0.00005121         0.55440000
         5         1.69032456         0.00002799         0.55637500
         6         1.69100404         0.00006085         0.55483750
         7         1.69076089         0.00004286         0.55341250
         8         1.69122531         0.00004178         0.55425000
         9         1.69119586         0.00008080         0.55135000
        10         1.69119903         0.00004114         0.55375000
        11         1.69137390         0.00007731         0.55250000
        12         1.69101120         0.00004695         0.55473750
        13         1.69101681         0.00005403         0.55742500
        14         1.69030204         0.00004915         0.55570000
        15         1.69100156         0.00003098         0.55380000
        16         1.69109800         0.00005714         0.55991250
        17         1.69044815         0.00005966         0.55375000
        18         1.69095878         0.00005057         0.55501250
        19         1.69064840         0.00006922         0.55363750
        20         1.69257847         0.00004007         0.55596250
