 Cycle        E        err_E       a_r
         1         1.69031151         0.00000938         0.53812000
         2         1.68960912         0.00000695         0.53756400
         3         1.68955328         0.00001025         0.53739900
         4         1.68953566         0.00001276         0.53692100
         5         1.68943008         0.00000958         0.53789300
         6         1.68977048         0.00000890         0.53768500
         7         1.68954881         0.00001213         0.53711600
         8         1.68958759         0.00001427         0.53758800
         9         1.68971504         0.00001281         0.53758400
        10         1.68963294         0.00000886         0.53747700
        11         1.68975760         0.00001456         0.53744800
        12         1.68960002         0.00000984         0.53796900
        13         1.68969241         0.00000550         0.53795700
        14         1.68972450         0.00001184         0.53729700
        15         1.68954433         0.00000651         0.53784800
        16         1.68949246         0.00000872         0.53720300
        17         1.68965005         0.00001406         0.53704600
        18         1.68990811         0.00001233         0.53791300
        19         1.68955528         0.00000827         0.53705500
        20         1.68960012         0.00001267         0.53761000
