 Cycle        E        err_E       a_r
         1         1.68917470         0.00001035         0.54013000
         2         1.68891685         0.00000894         0.54006700
         3         1.68891730         0.00000635         0.54063700
         4         1.68876996         0.00000767         0.53976000
         5         1.68868953         0.00000662         0.53931000
         6         1.68883229         0.00000716         0.53961000
         7         1.68858714         0.00000541         0.54016400
         8         1.68892694         0.00001107         0.54038700
         9         1.68878324         0.00000727         0.53958200
        10         1.68883857         0.00000793         0.53975600
        11         1.68872788         0.00000953         0.53916000
        12         1.68758112         0.00003061         0.53974200
        13         1.68911370         0.00001050         0.54049300
        14         1.68890589         0.00000723         0.54000900
        15         1.68888605         0.00000391         0.54007400
        16         1.68853689         0.00000625         0.53931700
        17         1.68888714         0.00000467         0.54043100
        18         1.68858500         0.00000902         0.54119100
        19         1.68881551         0.00001697         0.54023300
        20         1.68858801         0.00000842         0.53927200
