 Cycle        E        err_E       a_r
         1         1.68857692         0.00000741         0.54153600
         2         1.68847729         0.00000635         0.54227700
         3         1.68846115         0.00000363         0.54219300
         4         1.68845406         0.00000500         0.54139100
         5         1.68840732         0.00000569         0.54227500
         6         1.68846140         0.00000467         0.54168600
         7         1.68834494         0.00000434         0.54244600
         8         1.68837399         0.00000439         0.54241000
         9         1.68848820         0.00000305         0.54253500
        10         1.68836999         0.00000329         0.54254300
        11         1.68845290         0.00000435         0.54260700
        12         1.68844748         0.00000551         0.54079900
        13         1.68844526         0.00000485         0.54112000
        14         1.68834665         0.00000613         0.54169200
        15         1.68836870         0.00000366         0.54202900
        16         1.68846130         0.00000325         0.54228200
        17         1.68851972         0.00000807         0.54262800
        18         1.68846080         0.00000428         0.54309900
        19         1.68850874         0.00000406         0.54280500
        20         1.68844198         0.00000393         0.54199300
