 Cycle        E        err_E       a_r
         1         1.68912821         0.00000961         0.53884800
         2         1.68887323         0.00001307         0.53917000
         3         1.68915305         0.00000679         0.53914500
         4         1.68902387         0.00000835         0.53911300
         5         1.68905537         0.00000690         0.53910400
         6         1.68890275         0.00001386         0.53940100
         7         1.68917205         0.00000657         0.53840700
         8         1.68902460         0.00000739         0.53859500
         9         1.68896169         0.00000377         0.53866900
        10         1.68897256         0.00000531         0.53978200
        11         1.68899074         0.00000813         0.53883800
        12         1.68881106         0.00000735         0.53826900
        13         1.68912130         0.00001513         0.53892000
        14         1.68888130         0.00000532         0.53904100
        15         1.68908356         0.00000801         0.53904800
        16         1.68895032         0.00000779         0.53945900
        17         1.68885260         0.00001067         0.53921900
        18         1.68893425         0.00000656         0.53876600
        19         1.68909911         0.00000582         0.53892600
        20         1.68898994         0.00000730         0.53930100
