 Cycle        E        err_E       a_r
         1         1.69144368         0.00001239         0.53481500
         2         1.69076107         0.00001315         0.53502200
         3         1.69049010         0.00001019         0.53414500
         4         1.69073884         0.00001345         0.53477400
         5         1.69048884         0.00000861         0.53471700
         6         1.69028759         0.00001300         0.53454100
         7         1.69049024         0.00001242         0.53433300
         8         1.69093058         0.00001140         0.53393800
         9         1.69058768         0.00001596         0.53529400
        10         1.69032178         0.00002435         0.53470500
        11         1.69080946         0.00001290         0.53430500
        12         1.69089504         0.00001162         0.53476300
        13         1.69081424         0.00001204         0.53429000
        14         1.69067973         0.00001023         0.53491000
        15         1.69029361         0.00001286         0.53466700
        16         1.69010213         0.00001610         0.53381400
        17         1.69058860         0.00001697         0.53520100
        18         1.69060089         0.00001093         0.53551000
        19         1.69038311         0.00001291         0.53581300
        20         1.69073559         0.00001555         0.53422700
