 Cycle        E        err_E       a_r
         1         1.68999019         0.00001289         0.53717200
         2         1.68942443         0.00001283         0.53783200
         3         1.68938586         0.00001020         0.53848300
         4         1.68973059         0.00000887         0.53789500
         5         1.68933937         0.00000734         0.53802700
         6         1.68925232         0.00001138         0.53770700
         7         1.68972629         0.00000769         0.53780300
         8         1.68965048         0.00000655         0.53808400
         9         1.68951659         0.00001038         0.53702200
        10         1.68925434         0.00000624         0.53749600
        11         1.68918378         0.00000719         0.53771900
        12         1.68928219         0.00000796         0.53696000
        13         1.68900814         0.00001127         0.53762500
        14         1.68925106         0.00001009         0.53715500
        15         1.68928262         0.00000796         0.53740200
        16         1.68914319         0.00000951         0.53797100
        17         1.68928887         0.00000782         0.53770600
        18         1.68943733         0.00000535         0.53771200
        19         1.68921206         0.00001303         0.53770100
        20         1.68953147         0.00000780         0.53752500
