 Cycle        E        err_E       a_r
         1         1.68594061         0.00009878         0.56275000
         2         1.69095038         0.00009632         0.55530000
         3         1.69108669         0.00006914         0.55955000
         4         1.69085838         0.00007556         0.55505000
         5         1.69135721         0.00007870         0.55390000
         6         1.69067444         0.00007746         0.55400000
         7         1.69045893         0.00010772         0.55697500
         8         1.69178180         0.00009048         0.55122500
         9         1.69182436         0.00006186         0.54965000
        10         1.69143088         0.00005603         0.55077500
        11         1.69017612         0.00011037         0.55300000
        12         1.68993339         0.00008822         0.55437500
        13         1.69064145         0.00006246         0.55827500
        14         1.69175908         0.00013423         0.55465000
        15         1.69044331         0.00006233         0.55447500
        16         1.69104604         0.00007039         0.55407500
        17         1.69112303         0.00008038         0.55547500
        18         1.69254116         0.00008093         0.55465000
        19         1.69229224         0.00006593         0.55250000
        20         1.69065999         0.00008362         0.55427500
