 Cycle        E        err_E       a_r
         1         1.69042799         0.00001259         0.53677300
         2         1.68985114         0.00001070         0.53639000
         3         1.68959210         0.00000913         0.53723900
         4         1.69004913         0.00001379         0.53657900
         5         1.68996500         0.00001127         0.53658300
         6         1.69007430         0.00001073         0.53657700
         7         1.68954705         0.00000916         0.53656700
         8         1.68972617         0.00001149         0.53646600
         9         1.68989288         0.00000769         0.53645200
        10         1.68963581         0.00000860         0.53612900
        11         1.68958397         0.00001059         0.53666500
        12         1.68949447         0.00001143         0.53618400
        13         1.68959825         0.00000645         0.53634000
        14         1.68969586         0.00000828         0.53625200
        15         1.68979054         0.00000869         0.53691500
        16         1.68957618         0.00001222         0.53649600
        17         1.69028638         0.00000571         0.53656400
        18         1.68974014         0.00001058         0.53661000
        19         1.68982036         0.00001028         0.53628400
        20         1.68984060         0.00000950         0.53701700
