 Cycle        E        err_E       a_r
         1         1.68928615         0.00001146         0.53956500
         2         1.68894510         0.00000682         0.53982100
         3         1.68880527         0.00000727         0.53936700
         4         1.68883788         0.00001243         0.53918000
         5         1.68889795         0.00000777         0.53915200
         6         1.68891130         0.00000602         0.53875600
         7         1.68893534         0.00000789         0.53964300
         8         1.68876926         0.00000650         0.53898600
         9         1.68884145         0.00001177         0.53951400
        10         1.68886503         0.00000596         0.53999900
        11         1.68879557         0.00000722         0.53860600
        12         1.68888123         0.00000917         0.53976500
        13         1.68888828         0.00000823         0.53949100
        14         1.68895609         0.00000776         0.53909000
        15         1.68885885         0.00001034         0.53954200
        16         1.68876927         0.00000225         0.53921000
        17         1.68892057         0.00000839         0.53931000
        18         1.68869753         0.00000803         0.53913500
        19         1.68865473         0.00000675         0.53927100
        20         1.68894975         0.00000518         0.53903800
