 Cycle        E        err_E       a_r
         1         1.68233982         0.00011378         0.55533750
         2         1.68820877         0.00005761         0.55468750
         3         1.69100059         0.00003452         0.54978750
         4         1.69151998         0.00004479         0.55451250
         5         1.69084572         0.00004037         0.55523750
         6         1.69120371         0.00004348         0.55207500
         7         1.69037530         0.00002166         0.55121250
         8         1.69099762         0.00005379         0.55103750
         9         1.69136761         0.00002933         0.55296250
        10         1.69118778         0.00004269         0.55408750
        11         1.69079230         0.00006533         0.55208750
        12         1.69023837         0.00005822         0.55288750
        13         1.69137987         0.00003668         0.55176250
        14         1.69134951         0.00005461         0.55393750
        15         1.69054721         0.00003567         0.55251250
        16         1.69114256         0.00005458         0.55337500
        17         1.69160900         0.00004201         0.55366250
        18         1.69108306         0.00004032         0.55712500
        19         1.69170078         0.00003820         0.55422500
        20         1.69166505         0.00004522         0.55333750
