 Cycle        E        err_E       a_r
         1         1.69562018         0.00004739         0.53322500
         2         1.69419818         0.00005080         0.53395000
         3         1.69313845         0.00007192         0.52997500
         4         1.69221927         0.00002537         0.53030000
         5         1.69287184         0.00006246         0.52753750
         6         1.69254298         0.00004546         0.53173750
         7         1.69298113         0.00008877         0.53075000
         8         1.69303790         0.00006053         0.53253750
         9         1.69324930         0.00005185         0.53228750
        10         1.69313828         0.00006064         0.53407500
        11         1.69431468         0.00005922         0.53147500
        12         1.69308878         0.00007721         0.53317500
        13         1.69335015         0.00007503         0.53291250
        14         1.69264921         0.00004299         0.53206250
        15         1.69369536         0.00004886         0.53186250
        16         1.69409473         0.00005355         0.53212500
        17         1.69251278         0.00006781         0.53176250
        18         1.69161585         0.00003695         0.53205000
        19         1.69131254         0.00004401         0.53156250
        20         1.69227961         0.00004629         0.53101250
