 Cycle        E        err_E       a_r
         1         1.69360319         0.00004653         0.53345000
         2         1.69173488         0.00004651         0.53223750
         3         1.69148293         0.00003972         0.53342500
         4         1.69100116         0.00005655         0.53546250
         5         1.69010987         0.00003995         0.53540000
         6         1.69135895         0.00003968         0.53370000
         7         1.69251982         0.00004934         0.53461250
         8         1.69267782         0.00004004         0.53215000
         9         1.69198207         0.00004102         0.53260000
        10         1.69207413         0.00004077         0.53280000
        11         1.69200232         0.00003264         0.53576250
        12         1.69182346         0.00004658         0.53310000
        13         1.69103957         0.00005300         0.53538750
        14         1.69230545         0.00004677         0.53431250
        15         1.69228934         0.00006159         0.53077500
        16         1.69325009         0.00003763         0.53492500
        17         1.69320485         0.00003024         0.53442500
        18         1.69214392         0.00003570         0.53638750
        19         1.69227571         0.00004315         0.53720000
        20         1.69206464         0.00003359         0.53598750
