 Cycle        E        err_E       a_r
         1         1.68941336         0.00001611         0.53935800
         2         1.68886675         0.00000386         0.53901200
         3         1.68910520         0.00000512         0.53836100
         4         1.68910371         0.00000839         0.53929300
         5         1.68897220         0.00000845         0.53890700
         6         1.68908144         0.00001749         0.53914200
         7         1.68896657         0.00001163         0.53888200
         8         1.68900918         0.00000609         0.53790900
         9         1.68898271         0.00000830         0.53868300
        10         1.68894241         0.00000692         0.53917900
        11         1.68904393         0.00000884         0.53890100
        12         1.68878843         0.00000856         0.53905700
        13         1.68877215         0.00000633         0.53896300
        14         1.68893559         0.00000564         0.53876800
        15         1.68886194         0.00000594         0.53826400
        16         1.68889771         0.00000790         0.53811600
        17         1.68906386         0.00000746         0.53897900
        18         1.68885258         0.00000822         0.53938700
        19         1.68885265         0.00001033         0.53827900
        20         1.68882417         0.00000814         0.53808000
