 Cycle        E        err_E       a_r
         1         1.69419116         0.00006358         0.53405000
         2         1.69157974         0.00005421         0.53516250
         3         1.69130000         0.00002724         0.53090000
         4         1.69131511         0.00003348         0.53355000
         5         1.69100367         0.00005391         0.53461250
         6         1.69058526         0.00005449         0.53342500
         7         1.69165660         0.00007166         0.53320000
         8         1.69142390         0.00004814         0.53720000
         9         1.69141936         0.00003708         0.53171250
        10         1.69102830         0.00003499         0.53060000
        11         1.69205230         0.00005284         0.53382500
        12         1.69196390         0.00005357         0.53306250
        13         1.69118134         0.00002730         0.53622500
        14         1.69075054         0.00003206         0.53312500
        15         1.69139590         0.00003413         0.53767500
        16         1.69097079         0.00003993         0.53710000
        17         1.69122859         0.00004409         0.53337500
        18         1.69019334         0.00004846         0.53110000
        19         1.69009789         0.00004275         0.53240000
        20         1.69010651         0.00004388         0.53447500
