 Cycle        E        err_E       a_r
         1         1.68818266         0.00000488         0.54382500
         2         1.68835248         0.00000399         0.54425400
         3         1.68839498         0.00000342         0.54418100
         4         1.68839534         0.00000225         0.54373900
         5         1.68834472         0.00000659         0.54398700
         6         1.68836921         0.00000408         0.54389900
         7         1.68836986         0.00000265         0.54387600
         8         1.68830130         0.00000436         0.54315000
         9         1.68843237         0.00000761         0.54281300
        10         1.68831509         0.00000418         0.54299300
        11         1.68837108         0.00000306         0.54395700
        12         1.68840324         0.00000460         0.54402000
        13         1.68827663         0.00000263         0.54495400
        14         1.68838655         0.00000275         0.54351100
        15         1.68831434         0.00002529         0.54449700
        16         1.68833995         0.00000229         0.54384200
        17         1.68828408         0.00000377         0.54320300
        18         1.68833599         0.00000400         0.54331500
        19         1.68838726         0.00000553         0.54275800
        20         1.68835118         0.00000297         0.54372100
