 Cycle        E        err_E       a_r
         1         1.67593141         0.00128503         0.60052500
         2         1.72704411         0.00028611         0.58665000
         3         1.73117793         0.00014563         0.59017500
         4         1.73268878         0.00027505         0.58640000
         5         1.73525202         0.00021675         0.58820000
         6         1.73722174         0.00023534         0.58510000
         7         1.72801089         0.00019477         0.59235000
         8         1.73089430         0.00015451         0.58577500
         9         1.73540272         0.00025710         0.59107500
        10         1.73458474         0.00023599         0.58957500
        11         1.73224429         0.00020166         0.58730000
        12         1.73584454         0.00020667         0.58627500
        13         1.73515170         0.00030602         0.58622500
        14         1.73577156         0.00024211         0.59102500
        15         1.73594086         0.00030539         0.58985000
        16         1.73625652         0.00022875         0.58395000
        17         1.73348486         0.00017276         0.58997500
        18         1.73379501         0.00024805         0.59070000
        19         1.73064446         0.00023285         0.58805000
        20         1.73533183         0.00024101         0.58607500
