 Cycle        E        err_E       a_r
         1         1.68141568         0.00022213         0.56382500
         2         1.68984631         0.00008722         0.55855000
         3         1.69159024         0.00002901         0.56107500
         4         1.69149908         0.00006878         0.55807500
         5         1.69314436         0.00005681         0.55831250
         6         1.69290790         0.00005000         0.56006250
         7         1.69283072         0.00007124         0.55782500
         8         1.69248696         0.00006550         0.55736250
         9         1.69152645         0.00006367         0.56037500
        10         1.69274924         0.00007194         0.55823750
        11         1.69203563         0.00007650         0.56052500
        12         1.69366907         0.00004766         0.55923750
        13         1.69402476         0.00005965         0.55832500
        14         1.69369365         0.00008117         0.55456250
        15         1.69185167         0.00002923         0.55722500
        16         1.69277389         0.00006680         0.55687500
        17         1.69208915         0.00005884         0.55940000
        18         1.69295669         0.00004011         0.55687500
        19         1.69340248         0.00007385         0.55790000
        20         1.69247092         0.00003986         0.55723750
