 Cycle        E        err_E       a_r
         1         1.83599470         0.01249103         0.76650000
         2         2.34038976         0.00213913         0.71482500
         3         2.43294822         0.00114021         0.71295000
         4         2.47158596         0.00143703         0.71052500
         5         2.50205397         0.00083885         0.70990000
         6         2.49629249         0.00080384         0.70425000
         7         2.47767417         0.00117834         0.70937500
         8         2.50711669         0.00125953         0.70667500
         9         2.49941458         0.00075414         0.70452500
        10         2.47775024         0.00077638         0.70427500
        11         2.47283184         0.00104660         0.70787500
        12         2.47906764         0.00070002         0.71080000
        13         2.47417671         0.00080582         0.71187500
        14         2.48370464         0.00060718         0.70820000
        15         2.49630990         0.00114040         0.70750000
        16         2.49560589         0.00093186         0.70847500
        17         2.49711978         0.00094498         0.70735000
        18         2.49049601         0.00086547         0.70345000
        19         2.49246992         0.00097088         0.70637500
        20         2.50332676         0.00053033         0.71140000
