 Cycle        E        err_E       a_r
         1         1.68901059         0.00000849         0.54086800
         2         1.68861336         0.00000656         0.54032000
         3         1.68867315         0.00000465         0.54071900
         4         1.68872312         0.00000998         0.53947200
         5         1.68866338         0.00000430         0.54040900
         6         1.68875652         0.00000508         0.54052900
         7         1.68865654         0.00000978         0.54072100
         8         1.68876649         0.00000589         0.54113100
         9         1.68859080         0.00000590         0.53978800
        10         1.68851064         0.00000553         0.54082000
        11         1.68866391         0.00000630         0.54044100
        12         1.68870410         0.00000390         0.54114500
        13         1.68861231         0.00000448         0.54097100
        14         1.68871539         0.00000641         0.53986100
        15         1.68857817         0.00000494         0.54004200
        16         1.68866876         0.00000587         0.53959800
        17         1.68872059         0.00000636         0.54086800
        18         1.68852505         0.00000254         0.54005600
        19         1.68870039         0.00000427         0.54055700
        20         1.68880159         0.00000506         0.53985500
