 Cycle        E        err_E       a_r
         1         1.68838992         0.00000330         0.54511400
         2         1.68839965         0.00000225         0.54417800
         3         1.68831358         0.00000242         0.54374600
         4         1.68829022         0.00000479         0.54485300
         5         1.68827152         0.00001252         0.54417800
         6         1.68834645         0.00000475         0.54386800
         7         1.68836875         0.00000338         0.54425300
         8         1.68837596         0.00000313         0.54448200
         9         1.68836027         0.00000520         0.54431000
        10         1.68830845         0.00000351         0.54349900
        11         1.68825526         0.00000310         0.54523100
        12         1.68833638         0.00000501         0.54464700
        13         1.68831860         0.00000402         0.54295900
        14         1.68832577         0.00000222         0.54384700
        15         1.68836372         0.00000258         0.54402200
        16         1.68841128         0.00000528         0.54505000
        17         1.68819390         0.00000590         0.54446100
        18         1.68838222         0.00000414         0.54379500
        19         1.68835015         0.00000253         0.54258900
        20         1.68832637         0.00000265         0.54354900
