 Cycle        E        err_E       a_r
         1         1.69168103         0.00003979         0.54193750
         2         1.68961344         0.00002070         0.53940000
         3         1.68922851         0.00002184         0.53656250
         4         1.68913847         0.00003085         0.54071250
         5         1.68865431         0.00002532         0.53678750
         6         1.68906917         0.00001834         0.53750000
         7         1.68949884         0.00001811         0.53772500
         8         1.68938893         0.00001236         0.53842500
         9         1.68898677         0.00004393         0.53580000
        10         1.68882497         0.00002768         0.53897500
        11         1.68936630         0.00001996         0.54170000
        12         1.68939188         0.00003257         0.54045000
        13         1.68884493         0.00001873         0.53556250
        14         1.68952556         0.00002731         0.53716250
        15         1.68861866         0.00008660         0.54076250
        16         1.68887750         0.00003258         0.54096250
        17         1.68889356         0.00004142         0.53872500
        18         1.68892224         0.00004074         0.54223750
        19         1.68830759         0.00003176         0.53726250
        20         1.68902438         0.00002599         0.53693750
