 Cycle        E        err_E       a_r
         1         1.68224339         0.00018230         0.55925000
         2         1.68928746         0.00006692         0.55701250
         3         1.69188163         0.00004433         0.55377500
         4         1.69160600         0.00005758         0.55722500
         5         1.69103770         0.00003462         0.55487500
         6         1.69074680         0.00004215         0.55530000
         7         1.69066229         0.00004599         0.56123750
         8         1.69166426         0.00006436         0.55575000
         9         1.69219277         0.00005388         0.55542500
        10         1.69173528         0.00007556         0.55922500
        11         1.69094050         0.00006619         0.55638750
        12         1.69231502         0.00007334         0.55822500
        13         1.69285850         0.00002352         0.55822500
        14         1.69182296         0.00004680         0.55818750
        15         1.69174527         0.00005105         0.55685000
        16         1.69187055         0.00007084         0.55801250
        17         1.69369481         0.00005115         0.55653750
        18         1.69303345         0.00005603         0.55538750
        19         1.69276991         0.00004617         0.55552500
        20         1.69275349         0.00007848         0.55613750
