 Cycle        E        err_E       a_r
         1         1.69458645         0.00010661         0.54070000
         2         1.69388390         0.00009428         0.53297500
         3         1.69388016         0.00013303         0.53557500
         4         1.69193286         0.00006355         0.53555000
         5         1.69096039         0.00008509         0.53232500
         6         1.69191560         0.00006608         0.53275000
         7         1.69093104         0.00006866         0.53692500
         8         1.69206653         0.00009355         0.53460000
         9         1.69322652         0.00007390         0.53695000
        10         1.69353511         0.00006436         0.53655000
        11         1.69138900         0.00007017         0.53465000
        12         1.69252324         0.00009203         0.53745000
        13         1.69278090         0.00009886         0.53450000
        14         1.69575656         0.00010219         0.53247500
        15         1.69190626         0.00011868         0.53487500
        16         1.69315147         0.00009810         0.53755000
        17         1.69243109         0.00010036         0.54225000
        18         1.69352588         0.00011921         0.53740000
        19         1.69288045         0.00006537         0.53862500
        20         1.69316311         0.00008294         0.53727500
