 Cycle        E        err_E       a_r
         1         1.69194017         0.00001264         0.53429500
         2         1.69157598         0.00002174         0.53443300
         3         1.69148369         0.00001590         0.53374900
         4         1.69145771         0.00001798         0.53411000
         5         1.69122417         0.00001460         0.53357200
         6         1.69093578         0.00001725         0.53339200
         7         1.69149316         0.00002424         0.53358200
         8         1.69074219         0.00000598         0.53348000
         9         1.69154069         0.00001810         0.53452300
        10         1.69109859         0.00001223         0.53398800
        11         1.69143346         0.00001070         0.53459100
        12         1.69089683         0.00002074         0.53315000
        13         1.69081319         0.00001991         0.53376900
        14         1.69135431         0.00001614         0.53302500
        15         1.69069523         0.00001164         0.53278900
        16         1.69133936         0.00001607         0.53349800
        17         1.69139334         0.00001782         0.53429400
        18         1.69141967         0.00001965         0.53449700
        19         1.69149347         0.00001582         0.53380800
        20         1.69097740         0.00001289         0.53418700
