 Cycle        E        err_E       a_r
         1         1.68369513         0.00014035         0.55386250
         2         1.68926805         0.00005976         0.55532500
         3         1.69039229         0.00004865         0.55310000
         4         1.69080834         0.00005174         0.55426250
         5         1.69077918         0.00004368         0.55276250
         6         1.69058952         0.00003668         0.55405000
         7         1.69101946         0.00006204         0.55353750
         8         1.69148900         0.00003124         0.55573750
         9         1.69070544         0.00003353         0.55192500
        10         1.69090667         0.00004952         0.55417500
        11         1.69120604         0.00004038         0.55521250
        12         1.69048297         0.00004916         0.55245000
        13         1.69023061         0.00003851         0.55717500
        14         1.69075469         0.00004377         0.55307500
        15         1.69078111         0.00005633         0.55348750
        16         1.68997143         0.00003786         0.55528750
        17         1.69007640         0.00004532         0.55550000
        18         1.69051605         0.00004747         0.55255000
        19         1.69066215         0.00003879         0.55476250
        20         1.69122080         0.00004657         0.55392500
