 Cycle        E        err_E       a_r
         1         1.74527502         0.00704333         0.70797500
         2         2.02828905         0.00148968         0.68212500
         3         2.07972844         0.00066755         0.67677500
         4         2.10447027         0.00072291         0.67422500
         5         2.10705842         0.00056088         0.67382500
         6         2.10433091         0.00100837         0.67460000
         7         2.12118150         0.00077037         0.67270000
         8         2.11987451         0.00100560         0.66842500
         9         2.11006652         0.00085444         0.67040000
        10         2.10884046         0.00078587         0.67310000
        11         2.12146058         0.00068345         0.66932500
        12         2.11343671         0.00054436         0.67250000
        13         2.12641054         0.00040677         0.66790000
        14         2.13113336         0.00112069         0.67432500
        15         2.11310929         0.00055528         0.67317500
        16         2.12621565         0.00082074         0.67122500
        17         2.12093960         0.00061019         0.67257500
        18         2.11539036         0.00090263         0.67162500
        19         2.11218766         0.00067875         0.67367500
        20         2.10904420         0.00045872         0.67602500
