 Cycle        E        err_E       a_r
         1         1.69055292         0.00003281         0.54346250
         2         1.68948095         0.00003003         0.54002500
         3         1.68873050         0.00002273         0.53926250
         4         1.68913849         0.00002303         0.53981250
         5         1.68882828         0.00001637         0.53958750
         6         1.68909039         0.00001315         0.54031250
         7         1.68893277         0.00003276         0.54118750
         8         1.68924477         0.00002958         0.54070000
         9         1.68886200         0.00003389         0.54038750
        10         1.68891005         0.00003080         0.53777500
        11         1.68903110         0.00002334         0.53993750
        12         1.68878722         0.00002921         0.54062500
        13         1.68864317         0.00002441         0.53911250
        14         1.68839973         0.00002743         0.53603750
        15         1.68870113         0.00001756         0.53607500
        16         1.68901239         0.00001817         0.54253750
        17         1.68886905         0.00002162         0.54150000
        18         1.68875119         0.00002566         0.53823750
        19         1.68906820         0.00002589         0.53745000
        20         1.68893391         0.00002324         0.53995000
