 Cycle        E        err_E       a_r
         1         1.69305767         0.00006218         0.53573750
         2         1.69194262         0.00004367         0.53453750
         3         1.69153154         0.00004556         0.53456250
         4         1.69064961         0.00003815         0.53552500
         5         1.69165011         0.00005427         0.53565000
         6         1.69108508         0.00004873         0.53533750
         7         1.68998605         0.00003443         0.53746250
         8         1.69097136         0.00006921         0.53573750
         9         1.69155046         0.00001879         0.53291250
        10         1.69191956         0.00004858         0.53620000
        11         1.69232580         0.00006721         0.53425000
        12         1.69158276         0.00004543         0.53361250
        13         1.69055004         0.00005962         0.53473750
        14         1.69085244         0.00004321         0.53632500
        15         1.69106446         0.00003258         0.53541250
        16         1.69028666         0.00004763         0.53525000
        17         1.69203573         0.00003623         0.53587500
        18         1.69164982         0.00006642         0.53900000
        19         1.69118635         0.00005342         0.53312500
        20         1.69077799         0.00005139         0.53746250
