 Cycle        E        err_E       a_r
         1         1.69296376         0.00004426         0.53881250
         2         1.69100001         0.00005662         0.53691250
         3         1.69068928         0.00005235         0.53665000
         4         1.69063322         0.00002900         0.53536250
         5         1.69059891         0.00002149         0.53255000
         6         1.69020114         0.00003184         0.53302500
         7         1.68929256         0.00003204         0.53373750
         8         1.68912958         0.00002168         0.53687500
         9         1.68947356         0.00002420         0.53223750
        10         1.68994193         0.00002581         0.53378750
        11         1.68926302         0.00002860         0.53457500
        12         1.68989117         0.00003896         0.53500000
        13         1.69000136         0.00004017         0.53621250
        14         1.69047220         0.00003231         0.53568750
        15         1.69047112         0.00002895         0.53520000
        16         1.69088113         0.00005769         0.53558750
        17         1.68998937         0.00003131         0.53468750
        18         1.68990143         0.00004471         0.53568750
        19         1.69016873         0.00004974         0.53400000
        20         1.69013850         0.00003340         0.53591250
