 Cycle        E        err_E       a_r
         1         1.67917535         0.00040830         0.57116250
         2         1.69534428         0.00015042         0.57070000
         3         1.69923150         0.00008838         0.57103750
         4         1.69982065         0.00007701         0.56890000
         5         1.69945319         0.00007114         0.56893750
         6         1.69939955         0.00009138         0.56878750
         7         1.69920749         0.00010193         0.56868750
         8         1.69814915         0.00013365         0.56661250
         9         1.69946907         0.00009480         0.56578750
        10         1.69860561         0.00005593         0.56766250
        11         1.69813040         0.00012014         0.56508750
        12         1.69975626         0.00010423         0.56666250
        13         1.70257147         0.00010005         0.56606250
        14         1.70058881         0.00011211         0.56563750
        15         1.70337437         0.00009713         0.56333750
        16         1.70014882         0.00003169         0.56575000
        17         1.69920160         0.00009261         0.56563750
        18         1.69993269         0.00010952         0.56648750
        19         1.70054447         0.00009502         0.56638750
        20         1.70348660         0.00010262         0.56748750
