 Cycle        E        err_E       a_r
         1         1.69201814         0.00002773         0.53301700
         2         1.69172015         0.00001522         0.53244900
         3         1.69187707         0.00001715         0.53314300
         4         1.69150470         0.00001725         0.53315100
         5         1.69177613         0.00001085         0.53402000
         6         1.69159407         0.00001672         0.53244000
         7         1.69174358         0.00002131         0.53385600
         8         1.69173388         0.00001660         0.53393800
         9         1.69159721         0.00002114         0.53297400
        10         1.69125742         0.00001901         0.53300600
        11         1.69178925         0.00002387         0.53381800
        12         1.69141676         0.00002110         0.53325800
        13         1.69121270         0.00001832         0.53274400
        14         1.69099490         0.00001609         0.53313800
        15         1.69108718         0.00001813         0.53298800
        16         1.69161669         0.00001724         0.53268900
        17         1.69156622         0.00002078         0.53277900
        18         1.69175037         0.00001231         0.53286600
        19         1.69163717         0.00002690         0.53341500
        20         1.69156192         0.00001229         0.53420700
