 Cycle        E        err_E       a_r
         1         1.69002310         0.00002140         0.53733900
         2         1.68976664         0.00000613         0.53690100
         3         1.68958645         0.00001294         0.53763900
         4         1.68918840         0.00001840         0.53681000
         5         1.68934961         0.00000861         0.53730600
         6         1.68952262         0.00001240         0.53740300
         7         1.68925036         0.00001007         0.53739100
         8         1.68967989         0.00000977         0.53758100
         9         1.68943484         0.00000897         0.53760200
        10         1.68944481         0.00001437         0.53672800
        11         1.68947052         0.00001208         0.53762700
        12         1.68943035         0.00000940         0.53703400
        13         1.68952268         0.00001153         0.53718500
        14         1.68956051         0.00000577         0.53675100
        15         1.68965877         0.00000617         0.53757800
        16         1.68960135         0.00001338         0.53733600
        17         1.68937082         0.00000936         0.53733700
        18         1.68939036         0.00001640         0.53654100
        19         1.68954358         0.00000908         0.53705800
        20         1.68936274         0.00001633         0.53714900
