 Cycle        E        err_E       a_r
         1         1.76287470         0.00773126         0.72227500
         2         2.09168833         0.00181883         0.68445000
         3         2.18300717         0.00088272         0.68315000
         4         2.20207602         0.00088047         0.68137500
         5         2.20376019         0.00044579         0.68015000
         6         2.20946375         0.00061791         0.68602500
         7         2.21831199         0.00056230         0.67787500
         8         2.20869689         0.00068491         0.68257500
         9         2.20529911         0.00087781         0.68062500
        10         2.18828289         0.00085305         0.67735000
        11         2.18287221         0.00059326         0.68382500
        12         2.18609957         0.00063511         0.67937500
        13         2.19373650         0.00030091         0.67820000
        14         2.18395697         0.00092388         0.67827500
        15         2.19120523         0.00087373         0.67992500
        16         2.18488395         0.00079485         0.68035000
        17         2.19660906         0.00057826         0.68180000
        18         2.20032820         0.00082491         0.67835000
        19         2.20305184         0.00047440         0.67850000
        20         2.21353299         0.00070688         0.68165000
