 Cycle        E        err_E       a_r
         1         1.69027930         0.00009964         0.55060000
         2         1.69180735         0.00004224         0.55195000
         3         1.69225863         0.00010393         0.55177500
         4         1.69207006         0.00009803         0.55662500
         5         1.69091846         0.00010741         0.55315000
         6         1.69034191         0.00011055         0.55607500
         7         1.69159358         0.00010204         0.55217500
         8         1.69155830         0.00009000         0.55447500
         9         1.69129945         0.00008977         0.54992500
        10         1.69343472         0.00009980         0.54787500
        11         1.69214092         0.00009131         0.55162500
        12         1.69099875         0.00006649         0.55057500
        13         1.69250053         0.00005009         0.55240000
        14         1.69138951         0.00009882         0.55440000
        15         1.69124642         0.00011802         0.55417500
        16         1.69197994         0.00008399         0.55352500
        17         1.69071539         0.00013605         0.55345000
        18         1.69015641         0.00007389         0.54860000
        19         1.69016181         0.00009350         0.54982500
        20         1.68865988         0.00005622         0.55602500
