 Cycle        E        err_E       a_r
         1         1.69465880         0.00004825         0.53247500
         2         1.69326338         0.00005634         0.53191250
         3         1.69231363         0.00004033         0.53246250
         4         1.69165799         0.00004490         0.52988750
         5         1.69174235         0.00004327         0.53083750
         6         1.69252869         0.00003425         0.53243750
         7         1.69242372         0.00003526         0.53150000
         8         1.69255898         0.00008473         0.53222500
         9         1.69240404         0.00005262         0.53093750
        10         1.69219358         0.00004444         0.53261250
        11         1.69191358         0.00005294         0.53315000
        12         1.69140673         0.00005585         0.53223750
        13         1.69201255         0.00003030         0.52975000
        14         1.69114090         0.00004436         0.53266250
        15         1.69059183         0.00005486         0.53153750
        16         1.69098322         0.00004973         0.52945000
        17         1.69240361         0.00006580         0.53152500
        18         1.69234916         0.00003083         0.53506250
        19         1.69184927         0.00005773         0.53263750
        20         1.69240719         0.00005905         0.53212500
