 Cycle        E        err_E       a_r
         1         1.67489563         0.00059491         0.58090000
         2         1.70370009         0.00014731         0.57283750
         3         1.70918729         0.00006044         0.57740000
         4         1.70751503         0.00009563         0.56552500
         5         1.70559382         0.00011724         0.57207500
         6         1.70860304         0.00012919         0.57265000
         7         1.70841723         0.00009791         0.57471250
         8         1.70878071         0.00006733         0.57236250
         9         1.70976734         0.00007011         0.57536250
        10         1.70926288         0.00011158         0.56948750
        11         1.71075215         0.00007481         0.57527500
        12         1.71042885         0.00010264         0.57042500
        13         1.70928278         0.00010626         0.57651250
        14         1.70914572         0.00013560         0.57017500
        15         1.70953791         0.00018166         0.57342500
        16         1.70894593         0.00013571         0.57165000
        17         1.70974391         0.00008526         0.57338750
        18         1.71130763         0.00011037         0.57116250
        19         1.71110010         0.00010445         0.57042500
        20         1.71095081         0.00018162         0.57056250
