 Cycle        E        err_E       a_r
         1         1.69345135         0.00003474         0.53501250
         2         1.69148940         0.00003556         0.53651250
         3         1.68984836         0.00004504         0.53675000
         4         1.69097928         0.00003245         0.53696250
         5         1.68939113         0.00002901         0.53502500
         6         1.68941790         0.00004224         0.53772500
         7         1.69021295         0.00001882         0.53828750
         8         1.69013229         0.00003354         0.53843750
         9         1.69005481         0.00004921         0.53748750
        10         1.69039835         0.00004457         0.53640000
        11         1.69014048         0.00005171         0.53483750
        12         1.68974342         0.00007335         0.53525000
        13         1.69040094         0.00004406         0.53570000
        14         1.68998598         0.00004848         0.53615000
        15         1.69063541         0.00003835         0.53485000
        16         1.69068398         0.00003194         0.53582500
        17         1.69001730         0.00005382         0.53568750
        18         1.69037692         0.00002149         0.53647500
        19         1.69068115         0.00002619         0.53445000
        20         1.69042721         0.00002785         0.53452500
