 Cycle        E        err_E       a_r
         1         1.69208683         0.00001243         0.53324700
         2         1.69157203         0.00002401         0.53433000
         3         1.69100070         0.00001752         0.53423700
         4         1.69140869         0.00001210         0.53434300
         5         1.69104483         0.00001368         0.53317200
         6         1.69087049         0.00001212         0.53340100
         7         1.69132853         0.00001260         0.53407400
         8         1.69118305         0.00001895         0.53381800
         9         1.69109582         0.00001980         0.53328500
        10         1.69183144         0.00002040         0.53397900
        11         1.69186779         0.00001910         0.53354800
        12         1.69133676         0.00000850         0.53311900
        13         1.69137353         0.00001761         0.53341000
        14         1.69179916         0.00000723         0.53461200
        15         1.69140479         0.00002392         0.53352800
        16         1.69174361         0.00001643         0.53344000
        17         1.69133076         0.00000971         0.53391100
        18         1.69138398         0.00001127         0.53338600
        19         1.69140586         0.00001587         0.53328200
        20         1.69127080         0.00001887         0.53326000
