 Cycle        E        err_E       a_r
         1         1.68731722         0.00003478         0.54775000
         2         1.68854114         0.00001757         0.54797500
         3         1.68852485         0.00002541         0.54407500
         4         1.68840080         0.00001840         0.54810000
         5         1.68845772         0.00001092         0.54390000
         6         1.68815469         0.00003477         0.54755000
         7         1.68859012         0.00002145         0.54518750
         8         1.68877179         0.00002395         0.54432500
         9         1.68836092         0.00002070         0.54798750
        10         1.68878810         0.00002418         0.54820000
        11         1.68820600         0.00001465         0.55047500
        12         1.68816136         0.00001519         0.54937500
        13         1.68840718         0.00002757         0.54788750
        14         1.68868688         0.00001950         0.54757500
        15         1.68880742         0.00002846         0.54648750
        16         1.68855232         0.00001579         0.55008750
        17         1.68845143         0.00001134         0.54895000
        18         1.68842576         0.00001513         0.54616250
        19         1.68882471         0.00001582         0.54678750
        20         1.68847215         0.00002469         0.54755000
