 Cycle        E        err_E       a_r
         1         1.68831511         0.00001676         0.54977300
         2         1.68922074         0.00001037         0.54963000
         3         1.68897043         0.00001182         0.54962700
         4         1.68920871         0.00000573         0.54985600
         5         1.68924342         0.00000722         0.54999000
         6         1.68931767         0.00001165         0.54916800
         7         1.68913073         0.00001295         0.54968000
         8         1.68915399         0.00001026         0.55034700
         9         1.68943211         0.00001072         0.54970900
        10         1.68941291         0.00001073         0.54949400
        11         1.68931065         0.00001056         0.54978000
        12         1.68904555         0.00001242         0.54924700
        13         1.68896739         0.00000923         0.54980200
        14         1.68913005         0.00000665         0.55026400
        15         1.68927229         0.00000735         0.54945600
        16         1.68941744         0.00000719         0.54855200
        17         1.68927082         0.00001327         0.55024200
        18         1.68915150         0.00000851         0.54923100
        19         1.68907841         0.00000860         0.54982000
        20         1.68900718         0.00001026         0.54896000
