 Cycle        E        err_E       a_r
         1         1.68531262         0.00010166         0.55703750
         2         1.68956569         0.00003998         0.55392500
         3         1.68993177         0.00005795         0.55625000
         4         1.69045434         0.00003781         0.55141250
         5         1.69041356         0.00004231         0.55460000
         6         1.68983935         0.00003066         0.55101250
         7         1.69058721         0.00005139         0.55356250
         8         1.69072354         0.00003692         0.55066250
         9         1.68929406         0.00003712         0.55312500
        10         1.68965079         0.00004097         0.55065000
        11         1.69016265         0.00003579         0.55346250
        12         1.69065982         0.00002261         0.54903750
        13         1.68931427         0.00002555         0.55311250
        14         1.69004599         0.00003844         0.55330000
        15         1.68960021         0.00004887         0.55503750
        16         1.69035598         0.00003550         0.55327500
        17         1.69084996         0.00003269         0.55318750
        18         1.68990384         0.00002547         0.55347500
        19         1.69011488         0.00002341         0.55122500
        20         1.69016738         0.00004506         0.55208750
