 Cycle        E        err_E       a_r
         1         1.68043545         0.00257823         0.62840000
         2         1.78539552         0.00040926         0.61485000
         3         1.80129543         0.00047749         0.61212500
         4         1.79963884         0.00053786         0.61457500
         5         1.79620620         0.00033323         0.61630000
         6         1.79821929         0.00019034         0.61620000
         7         1.80416359         0.00029513         0.61685000
         8         1.80007549         0.00029703         0.61372500
         9         1.81086733         0.00024547         0.61225000
        10         1.80724255         0.00043938         0.61392500
        11         1.80335924         0.00022310         0.60965000
        12         1.80421718         0.00048566         0.61207500
        13         1.81018182         0.00035970         0.61012500
        14         1.79810146         0.00036867         0.61235000
        15         1.81237246         0.00043086         0.61477500
        16         1.81242320         0.00023976         0.61162500
        17         1.80481934         0.00033675         0.61110000
        18         1.80280451         0.00047052         0.61615000
        19         1.79873920         0.00022296         0.61415000
        20         1.80214864         0.00042857         0.61585000
