 Cycle        E        err_E       a_r
         1         1.67770871         0.00041378         0.57616250
         2         1.69523612         0.00007339         0.56803750
         3         1.69830011         0.00007274         0.56986250
         4         1.69893253         0.00010574         0.56697500
         5         1.70072319         0.00004963         0.56950000
         6         1.70136862         0.00010441         0.56802500
         7         1.70102931         0.00005901         0.56781250
         8         1.70015535         0.00008066         0.57053750
         9         1.70294594         0.00003416         0.56691250
        10         1.70091838         0.00007214         0.56491250
        11         1.70077898         0.00009192         0.56871250
        12         1.69964021         0.00006552         0.57090000
        13         1.70029269         0.00008946         0.56628750
        14         1.70081717         0.00009592         0.56665000
        15         1.70031160         0.00009206         0.57176250
        16         1.70327378         0.00008649         0.56523750
        17         1.70203548         0.00013066         0.56668750
        18         1.70063538         0.00010745         0.56826250
        19         1.70171735         0.00009391         0.56781250
        20         1.70211065         0.00010274         0.56546250
