 Cycle        E        err_E       a_r
         1         1.67619966         0.00083499         0.58522500
         2         1.71044524         0.00022001         0.58255000
         3         1.71631460         0.00022209         0.57965000
         4         1.72064753         0.00021964         0.57762500
         5         1.71675932         0.00027282         0.58155000
         6         1.71626044         0.00015574         0.58482500
         7         1.72085063         0.00023451         0.57732500
         8         1.71884746         0.00022015         0.58225000
         9         1.71679070         0.00026568         0.58285000
        10         1.71374607         0.00034528         0.58317500
        11         1.71412502         0.00024734         0.58887500
        12         1.71468252         0.00016752         0.58355000
        13         1.71651174         0.00024532         0.57545000
        14         1.71977758         0.00016244         0.57455000
        15         1.71920363         0.00018076         0.58655000
        16         1.71401406         0.00020352         0.58287500
        17         1.71682377         0.00026756         0.58087500
        18         1.71742660         0.00019458         0.57945000
        19         1.71532878         0.00013394         0.58072500
        20         1.71736809         0.00015394         0.57807500
