 Cycle        E        err_E       a_r
         1         1.68940803         0.00000892         0.54017800
         2         1.68910526         0.00000577         0.54047600
         3         1.68911355         0.00000591         0.53968900
         4         1.68897604         0.00000812         0.53984300
         5         1.68902058         0.00001232         0.53937700
         6         1.68884294         0.00000779         0.53875500
         7         1.68891341         0.00001059         0.54011200
         8         1.68888512         0.00000445         0.54019700
         9         1.68887469         0.00000616         0.54001300
        10         1.68886115         0.00000538         0.54006300
        11         1.68883059         0.00000522         0.53937000
        12         1.68887933         0.00001120         0.53895600
        13         1.68870634         0.00000845         0.53985900
        14         1.68897970         0.00000724         0.53952800
        15         1.68895138         0.00000474         0.53932100
        16         1.68896452         0.00000866         0.53946900
        17         1.68895183         0.00001033         0.53965800
        18         1.68875324         0.00000847         0.53974200
        19         1.68885144         0.00000536         0.53974300
        20         1.68899500         0.00001073         0.54043900
