 Cycle        E        err_E       a_r
         1         1.68885749         0.00000451         0.54296100
         2         1.68871674         0.00000516         0.54217900
         3         1.68847835         0.00000464         0.54225000
         4         1.68859141         0.00000562         0.54209000
         5         1.68850302         0.00000475         0.54213800
         6         1.68855937         0.00000567         0.54148700
         7         1.68854561         0.00000842         0.54285700
         8         1.68866853         0.00000530         0.54247900
         9         1.68859430         0.00000470         0.54256100
        10         1.68860522         0.00000467         0.54213000
        11         1.68863935         0.00000446         0.54135900
        12         1.68875115         0.00000714         0.54177200
        13         1.68864389         0.00000732         0.54143800
        14         1.68852689         0.00000358         0.54252100
        15         1.68855017         0.00000543         0.54256900
        16         1.68847694         0.00000532         0.54270800
        17         1.68861371         0.00000758         0.54235100
        18         1.68865948         0.00000613         0.54200300
        19         1.68850926         0.00000365         0.54292200
        20         1.68862725         0.00000710         0.54140100
