 Cycle        E        err_E       a_r
         1         1.68652063         0.00005784         0.55375000
         2         1.68903865         0.00003263         0.54925000
         3         1.68932675         0.00003263         0.55442500
         4         1.68919643         0.00005400         0.54911250
         5         1.68988621         0.00005486         0.54831250
         6         1.68980951         0.00002367         0.55446250
         7         1.68969660         0.00004842         0.55003750
         8         1.68983077         0.00004143         0.55103750
         9         1.68967138         0.00004659         0.55430000
        10         1.69015880         0.00004961         0.55010000
        11         1.68945404         0.00002745         0.54965000
        12         1.68977292         0.00002586         0.55056250
        13         1.68942293         0.00006077         0.54980000
        14         1.68965741         0.00005514         0.55298750
        15         1.68960418         0.00004377         0.55467500
        16         1.68946590         0.00003057         0.54886250
        17         1.68954626         0.00004264         0.55378750
        18         1.68947133         0.00004286         0.55330000
        19         1.68967093         0.00005502         0.54993750
        20         1.68979336         0.00004485         0.55281250
