 Cycle        E        err_E       a_r
         1         1.69075545         0.00360231         0.65352500
         2         1.84723562         0.00078907         0.63532500
         3         1.86855868         0.00062372         0.63077500
         4         1.86592646         0.00067723         0.63797500
         5         1.87891654         0.00024550         0.63645000
         6         1.87619311         0.00045869         0.63142500
         7         1.86681393         0.00053136         0.63382500
         8         1.86761066         0.00053127         0.63272500
         9         1.88086804         0.00066700         0.63012500
        10         1.88043411         0.00057041         0.63490000
        11         1.87623398         0.00041457         0.63270000
        12         1.87930062         0.00047512         0.63675000
        13         1.87921664         0.00034450         0.62977500
        14         1.88211364         0.00025949         0.63302500
        15         1.88228313         0.00035501         0.63047500
        16         1.88906089         0.00050984         0.63327500
        17         1.87158590         0.00043619         0.63700000
        18         1.88087562         0.00035563         0.62932500
        19         1.87000892         0.00044268         0.63715000
        20         1.87706021         0.00037909         0.63772500
