 Cycle        E        err_E       a_r
         1         1.67444141         0.00166564         0.61197500
         2         1.74147573         0.00042994         0.60162500
         3         1.75528428         0.00040640         0.59672500
         4         1.75954986         0.00015927         0.60002500
         5         1.74877759         0.00018574         0.59637500
         6         1.75317208         0.00026818         0.59792500
         7         1.75587064         0.00028805         0.60007500
         8         1.75612441         0.00028574         0.60027500
         9         1.75902864         0.00027638         0.59962500
        10         1.75909974         0.00024366         0.59765000
        11         1.75479697         0.00035718         0.60135000
        12         1.75315753         0.00021781         0.60247500
        13         1.75861746         0.00015178         0.60160000
        14         1.75032182         0.00022125         0.60422500
        15         1.75308678         0.00032616         0.60157500
        16         1.75473852         0.00017872         0.59505000
        17         1.74863344         0.00027933         0.60022500
        18         1.75260101         0.00024182         0.60187500
        19         1.75362484         0.00007939         0.59920000
        20         1.75403036         0.00041842         0.60170000
