 Cycle        E        err_E       a_r
         1         1.69125652         0.00000932         0.53546200
         2         1.69067605         0.00001636         0.53525000
         3         1.69080777         0.00001435         0.53475600
         4         1.69057325         0.00001254         0.53424900
         5         1.69049780         0.00001430         0.53445500
         6         1.69071389         0.00002097         0.53551700
         7         1.69054809         0.00000718         0.53455300
         8         1.69068825         0.00001395         0.53549400
         9         1.69042050         0.00000941         0.53465700
        10         1.69045876         0.00001802         0.53538000
        11         1.69072993         0.00001992         0.53534400
        12         1.69040484         0.00001418         0.53507100
        13         1.69006838         0.00002224         0.53478800
        14         1.69025267         0.00001533         0.53455000
        15         1.69049464         0.00001298         0.53529800
        16         1.69068677         0.00001057         0.53562000
        17         1.69004178         0.00001304         0.53456100
        18         1.69035617         0.00001574         0.53514900
        19         1.69045020         0.00000795         0.53511200
        20         1.69034286         0.00001376         0.53485700
