 Cycle        E        err_E       a_r
         1         1.68137361         0.00027637         0.56138750
         2         1.69294844         0.00009646         0.55798750
         3         1.69360545         0.00006077         0.55956250
         4         1.69256141         0.00006802         0.56312500
         5         1.69589869         0.00008948         0.55886250
         6         1.69423449         0.00008896         0.56033750
         7         1.69482074         0.00006668         0.56357500
         8         1.69403912         0.00006064         0.56333750
         9         1.69354580         0.00007545         0.55870000
        10         1.69386152         0.00005892         0.56173750
        11         1.69433660         0.00004950         0.55945000
        12         1.69446665         0.00006484         0.56260000
        13         1.69370365         0.00007623         0.56042500
        14         1.69574529         0.00006057         0.55865000
        15         1.69649339         0.00009551         0.56158750
        16         1.69484798         0.00005986         0.56210000
        17         1.69465033         0.00006225         0.56023750
        18         1.69546981         0.00007953         0.56082500
        19         1.69515526         0.00006072         0.56233750
        20         1.69514540         0.00009147         0.56098750
